Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,,,,,
January 2012,Danyawkura CHPS,,,12,,,,,,,,,,,,,,4,,,,,,,6,,11,,,,,,
January 2012,Katua CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2012,Duu West,1,0,14,,,,,,,,,,,,,1,,,1,,,,,8,1,7,,,,,,
January 2012,Naaha Health Center,4,0,36,,,,,,,,,,,,,,3,,,,1,,,2,,22,,,,,,
January 2012,Loggu Health Centre,5,0,59,,,2,,,,,,,16,4,,,10,,,,1,1,,23,,19,4,,,,,
January 2012,Kulkpong CHPS,,,30,,,,,,,,,,,,,,,,,,,,,18,,21,1,,,,,
January 2012,Kundungu Health Centre,3,0,74,,,,,,,,,,,3,,,,,,,,,,5,,19,3,,,,,
January 2012,Samuel Seidu Memorial Clinic,,,52,,,,,1,,,,,20,3,,,,,10,,,,,6,,17,5,,,,,
January 2012,Biitenge CHPS,,,8,,,,,,,,,,,,,,,,,,,,,1,,6,,,,,,
February 2012,Bulenga Health Centre,19,0,130,,,,,,,,,,,,,,43,,24,,,,,37,,,3,,,,,
February 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Yaala Health Centre,6,0,40,,,,,,,,,,3,1,,,2,,,1,4,,,26,,9,7,,,,,
February 2012,Jeyiri CHPS,,,18,,,,,,,,,,2,,,,3,,2,,,1,,7,,11,,,,,,
February 2012,Kataa CHPS,,,10,,,,,,,,,,,,,,1,,,,,,,6,,16,1,,,,,
February 2012,Kpaglahi CHPS,,,8,,,,,,,,,,,,,,,,1,,,,,1,,4,,,,,,
February 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Ducie CHPS,,,25,,,,,,,,,,,,,,1,,1,,,,,,,8,20,,,,,
February 2012,Holomuni Health Centre,1,0,37,,,,,,,,,,3,,,,,,1,,,,,17,,37,,,,,,
February 2012,Goh CHPS,,,2,,,,,,,,,,,,,,,,,,1,,,5,,12,1,,,,,
February 2012,Manwe CHPS,,,10,,,,,,,,,,3,1,,,2,,,,,,,4,,16,4,,,,,
February 2012,Funsi Health Centre,17,0,98,,,,,,,,,,,4,,9,7,,7,,5,22,,39,,41,,,,,,
February 2012,Buffiamah CHPS,,,14,,,,,,,,,,,,,,,,,,,,,7,,12,,,,,,
February 2012,Danyawkura CHPS,,,11,,,,,,,,,,1,,,,,,1,,,,,2,,6,,,,,,
February 2012,Katua CHPS,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
February 2012,Duu West,,,18,,,,,,,,,,,,,,,,2,,,,,6,,,5,,,,,
February 2012,Naaha Health Center,4,0,45,,,,,,,,,,,1,,,,,1,,1,,,4,,33,,,,,,
February 2012,Loggu Health Centre,1,0,43,,,,,,,,,,13,1,,,9,,10,,,,,,,31,5,,,,,
February 2012,Kulkpong CHPS,,,34,,,,,,,,,,,,,,,,,,,,,5,,,4,,,,,
February 2012,Kundungu Health Centre,8,0,52,,,,,,,,,,,2,,,4,,2,,,,,10,,15,4,,,,,
February 2012,Samuel Seidu Memorial Clinic,,,33,,,,,,,,,,20,1,,,,,10,,,,,6,,19,5,,,,,
February 2012,Biitenge CHPS,,,20,,,,,,,,,,1,,,,,,,,,,,16,,13,,,,,,
March 2012,Bulenga Health Centre,16,0,145,,,,,,,,,,,,,28,16,,48,,,,,22,,,,,,,,
March 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Yaala Health Centre,6,0,40,,,,,,,,,,7,2,,,4,,,2,,,,16,,12,1,,,,,
March 2012,Jeyiri CHPS,,,42,,,,,,,,,,,,,,2,,,,,,,5,,3,3,,,,,
March 2012,Kataa CHPS,,,28,,,,,1,,,,,,,,,1,,,,,,,7,,10,2,,,,,
March 2012,Kpaglahi CHPS,,,7,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
March 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Ducie CHPS,,,22,,,,,,,,,,,,,,1,,2,,,,,8,,8,,,,,,
March 2012,Holomuni Health Centre,4,0,39,,,,,,,,,,1,1,,,1,,,,2,,,10,,29,,,,,,
March 2012,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,,,,2,,7,,,,,,
March 2012,Manwe CHPS,,,35,,,,,,,,,,1,,,,,,,,,,,20,,9,1,,,,,
March 2012,Funsi Health Centre,13,0,79,,,,,2,,,,,2,8,,,10,,4,1,5,2,1,34,,37,8,,,,,
March 2012,Buffiamah CHPS,,,21,,,,,,,,,,,,,,,,,,,,,7,,12,,,,,,
March 2012,Danyawkura CHPS,,,6,,,,,,,,,,,,,,2,,1,,,,,5,,6,1,,,,,
March 2012,Katua CHPS,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March 2012,Duu West,,,11,,,,,,,,,,2,,,,,,2,,,,,,,10,,,,,,
March 2012,Naaha Health Center,12,0,53,,,,,,,,,,,,,,,,1,,,,,8,,25,,,,,,
March 2012,Loggu Health Centre,3,0,64,,,,,,,,,,5,4,,,5,,8,,2,,2,21,,14,2,,,,,
March 2012,Kulkpong CHPS,,,35,,,,,,,,,,,,,,2,,,,,,,18,,10,9,,,,,
March 2012,Kundungu Health Centre,6,0,61,,,,,,,,,,,,,,3,,3,,1,1,,13,,33,3,,,,,
March 2012,Samuel Seidu Memorial Clinic,,,,,,,,,,,,,23,3,,,2,,6,,,,,,,16,9,,,,,
March 2012,Biitenge CHPS,,,10,,,,,,,,,,,,,,,,1,,,,,9,,4,,,,,,
April 2012,Bulenga Health Centre,22,0,125,,,,,,,,,,11,,,,11,,13,,,,,31,,64,4,,,,,
April 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Yaala Health Centre,6,0,40,,,,,,,,,,3,,,,4,,1,2,7,,,12,,13,,,,,,
April 2012,Jeyiri CHPS,,,29,,,,,,,,,,,,,,,,,1,,,,6,,9,1,,,,,
April 2012,Kataa CHPS,,,20,,,,,,,,,,,,,,1,,,,,,,7,,2,,,,,,
April 2012,Kpaglahi CHPS,,,9,,,,,,,,,,1,,,,,,,,,,,5,,4,1,,,,,
April 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Ducie CHPS,,,18,,,,,,,,,,,,,,2,,2,,,,,5,,11,,,,,,
April 2012,Holomuni Health Centre,5,0,31,,,,,,,,,,,1,,7,4,,29,,,2,,,,,2,,,,,
April 2012,Goh CHPS,,,3,,,,,,,,,,,,,,,,,,,,,7,,3,,,,,,
April 2012,Manwe CHPS,,,32,,,,,,,,,,2,1,,,,,,,,,,17,,14,3,,,,,
April 2012,Funsi Health Centre,16,0,76,,,1,,,,,,,4,12,,,8,,6,,4,,,48,,31,4,,,,,
April 2012,Buffiamah CHPS,,,12,,,,,,,,,,,,,,,,,,,,,3,,3,,,,,,
April 2012,Danyawkura CHPS,,,6,,,,,,,,,,2,,,,3,,5,,,,,5,,9,,,,,,
April 2012,Katua CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
April 2012,Duu West,,,6,,,,,,,,,,,,,,,,3,,,,,,,3,,,,,,
April 2012,Naaha Health Center,3,0,49,,,,,,,,,,,,,,1,,4,1,,,,7,,14,,,,,,
April 2012,Loggu Health Centre,2,0,68,,,,,,,,,,12,1,,,5,,2,1,,,,11,,9,,,,,,
April 2012,Kulkpong CHPS,,,19,,,,,,,,,,,,,,,,2,3,,,,12,,15,,,,,,
April 2012,Kundungu Health Centre,4,0,37,,,,,,,,,,,2,,,,,1,,6,,,8,,16,3,,,,,
April 2012,Samuel Seidu Memorial Clinic,,,4,,,,,,,,,,10,,,,,,2,,,,,,4,14,5,,,,,
April 2012,Biitenge CHPS,,,23,,,,,1,,,,,,,,,,,,,,,,1,,3,,,,,,
May 2012,Bulenga Health Centre,23,0,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Yaala Health Centre,8,0,26,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,
May 2012,Jeyiri CHPS,,,25,,,,,,,,,,1,,,,1,,,,,,,15,,7,1,,,,,
May 2012,Kataa CHPS,,,12,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
May 2012,Kpaglahi CHPS,,,17,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
May 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Ducie CHPS,,,15,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,
May 2012,Holomuni Health Centre,4,0,39,,,2,,,,,,,1,,,,1,,3,1,,,,12,,7,6,,,,,
May 2012,Goh CHPS,,,6,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
May 2012,Manwe CHPS,,,20,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,
May 2012,Funsi Health Centre,16,0,65,,,3,,,,,,,,9,,,,,,,,,,7,1,,,,,,,
May 2012,Buffiamah CHPS,,,18,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
May 2012,Danyawkura CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Katua CHPS,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Duu West,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Naaha Health Center,5,0,28,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
May 2012,Loggu Health Centre,7,0,50,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,
May 2012,Kulkpong CHPS,,,23,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,
May 2012,Kundungu Health Centre,6,0,30,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
May 2012,Samuel Seidu Memorial Clinic,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May 2012,Biitenge CHPS,,,22,,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,
June 2012,Bulenga Health Centre,24,0,151,,,,,,,,,,5,,,,8,,9,,,,,8,,40,3,,,,,
June 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Yaala Health Centre,5,0,32,,,,,,,,,,1,,,,3,,,3,,1,,12,,1,1,,,,,
June 2012,Jeyiri CHPS,,,41,,,,,,,,,,,,,,16,,2,,,,,20,,16,3,,,,,
June 2012,Kataa CHPS,,,12,,,,,1,,,,,,,,,,,,,,,,4,,10,,,,,,
June 2012,Kpaglahi CHPS,,,4,,,,,,,,,,1,,,,,,,,,,,12,,5,2,,,,,
June 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Ducie CHPS,,,16,,,,,,,,,,2,,,,1,,,,,,,17,4,17,,,,,,
June 2012,Holomuni Health Centre,,,72,,,1,,,,,,,1,,,,3,,3,1,,2,,20,,15,6,,,,,
June 2012,Goh CHPS,,,5,,,,,,,,,,,,,,,,,,,,,2,,2,,,,,,
June 2012,Manwe CHPS,,,22,,,,,,,,,,,2,,,3,,2,,,,,11,,24,3,,,,,
June 2012,Funsi Health Centre,8,0,67,,,2,,,,,3,1,,5,,,10,,1,,9,3,,8,,19,9,,,,,
June 2012,Buffiamah CHPS,,,15,,,,,,,,3,,,,,,3,,,,,,,8,,6,,,,,,
June 2012,Danyawkura CHPS,,,9,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
June 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Duu West,,,8,,,,,,,,,,,,,,,,3,,,,,,,10,,,,,,
June 2012,Naaha Health Center,2,0,31,,,,,,,,,,,1,1,,1,,2,,1,,,18,,16,63,,,,,
June 2012,Loggu Health Centre,3,0,46,,,,,3,,,,,5,2,,,7,,5,,1,,,17,,8,1,,,,,
June 2012,Kulkpong CHPS,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2012,Kundungu Health Centre,2,0,37,,,,,,,,1,,,,,,3,,1,,2,1,,9,,26,4,,,,,
June 2012,Samuel Seidu Memorial Clinic,,,25,,,,,,,,,,10,2,,,1,,,,,,,7,,13,1,,,,,
June 2012,Biitenge CHPS,,,16,,,,,,,,,,1,,,,,,,,,,,5,,8,,,,,,
July 2012,Bulenga Health Centre,15,0,147,,,,,,,,,,6,,,,12,,12,,,,,25,,37,3,,,,,
July 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Yaala Health Centre,6,0,24,,,,,,,,,,1,,,,,,1,,,,,16,,11,,,,,,
July 2012,Jeyiri CHPS,,,26,,,,,,,,,,,,,,3,,,,,,,17,,9,1,,,,,
July 2012,Kataa CHPS,,,9,,,,,,,,,,,,,,,,,,,,,5,,5,,,,,,
July 2012,Kpaglahi CHPS,,,5,,,,,,,,,,2,,,,,,,,,,,11,,7,,,,,,
July 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Ducie CHPS,,,21,,,,,,,,,,,,,,1,,3,,,,,2,1,2,,,,,,
July 2012,Holomuni Health Centre,1,0,62,,,1,,,,,,,2,,,,,,1,1,1,,,17,,15,1,,,,,
July 2012,Goh CHPS,,,8,,,,,,,,,,,,,,,,,,,,,6,,5,,,,,,
July 2012,Manwe CHPS,,,35,,,,,,,,,,1,,,,1,,1,,,,,13,,33,,,,,,
July 2012,Funsi Health Centre,8,0,71,,,,,3,,1,,,2,6,,,8,2,8,,17,3,,35,,44,8,,,,,
July 2012,Buffiamah CHPS,,,16,,,,,,,,,,,,,,1,,,,,,,14,,9,,,,,,
July 2012,Danyawkura CHPS,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
July 2012,Duu West,,,13,,,,,,,,,,,,,,,,,,,,,3,,4,,,,,,
July 2012,Naaha Health Center,2,0,40,,,,,,,,,,,,,,1,,1,,1,,,6,,10,,,,,,
July 2012,Loggu Health Centre,2,0,56,,,1,,,,,,,3,,,,7,,3,,,,,12,,20,3,,,,,
July 2012,Kulkpong CHPS,,,28,,,,,1,,,,,,,,,1,,,,,,,9,,11,,,,,,
July 2012,Kundungu Health Centre,8,0,40,,,,,,,,,,5,,,,,,,,,1,,8,,14,,,,,,
July 2012,Samuel Seidu Memorial Clinic,,,27,,,,,,,,,,5,,,,,,,,,,,5,,20,2,,,,,
July 2012,Biitenge CHPS,,,9,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,
August 2012,Bulenga Health Centre,15,0,163,,,,,,,,,,16,,,,9,,10,1,,,,27,,108,5,,,,,
August 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Yaala Health Centre,4,0,33,,,1,,,,,,,6,,,1,2,,,,,1,,25,,47,4,,,,,
August 2012,Jeyiri CHPS,,,14,,,,,,,,,,,,,,,,,,,,,9,,20,,,,,,
August 2012,Kataa CHPS,,,12,,,,,,,,,,,,,,,,,,,1,,6,,19,,,,,,
August 2012,Kpaglahi CHPS,,,12,,,,,,,,,,4,,,,1,,,,,,,11,,20,2,,,,,
August 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Ducie CHPS,1,0,19,,,,,,,,,,1,,,,1,,1,,,,,14,3,8,,,,,,
August 2012,Holomuni Health Centre,1,0,45,,,,,,,,,,,,,,2,,1,,,,,16,,19,4,,,,,
August 2012,Goh CHPS,,,9,,,,,,,,,,,,,,,,,,,,,7,,20,,,,,,
August 2012,Manwe CHPS,,,51,,,,,,,,,,2,1,,,4,,3,,,,,15,,21,2,,,,,
August 2012,Funsi Health Centre,10,0,50,,,,,,,,,,17,4,,,3,,7,,9,1,,65,1,138,12,,,,,
August 2012,Buffiamah CHPS,,,13,,,,,,,,,,,,,,2,,,,,,,6,,10,,,,,,
August 2012,Danyawkura CHPS,,,15,,,,,,,,,,1,,,,1,,2,1,,,,3,,11,,,,,,
August 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Duu West,,,9,,,,,,,,,,1,,,,1,,2,,,,,1,1,7,,,,,,
August 2012,Naaha Health Center,1,0,34,,,,,,,,,,,,,,,,4,,,,,13,,37,,,,,,
August 2012,Loggu Health Centre,4,0,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
August 2012,Kulkpong CHPS,,,26,,,,,,,,,,,,,,1,,,,,,,10,,20,,,,,,
August 2012,Kundungu Health Centre,3,0,40,,,,,,,,,,,,,,,,,,,,,6,,12,,,,,,
August 2012,Samuel Seidu Memorial Clinic,,,23,,,,,,,,,,32,2,,,4,,7,,,1,,16,,56,5,,,,,
August 2012,Biitenge CHPS,,,9,,,,,,,,,,1,,,,,,,,,,,4,,4,1,,,,,
September 2012,Bulenga Health Centre,19,0,100,,,,,,,,,,19,,,1,14,,5,,,,,9,,90,,,,,,
September 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Yaala Health Centre,6,0,28,,,,,,,,,,3,,,,11,,1,,,,,8,,24,3,,,,,
September 2012,Jeyiri CHPS,,,12,,,,,,,,,,2,,,,,,,,,,,4,,20,,,,,,
September 2012,Kataa CHPS,,,9,,,,,,,,,,,,,,,,1,,,,,5,,25,,,,,,
September 2012,Kpaglahi CHPS,,,6,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Ducie CHPS,,,12,,,,,,,,,,2,,,,,,,,,,,6,,7,,,,,,
September 2012,Holomuni Health Centre,2,0,42,,,,,,,,,,2,1,,,1,,,,,6,,14,,41,2,,,,,
September 2012,Goh CHPS,,,5,,,,,,,,,,,,,,,,,,1,,,1,,12,,,,,,
September 2012,Manwe CHPS,,,22,,,,,,,,,,,2,,,1,,1,,,,,9,,13,2,,,,,
September 2012,Funsi Health Centre,13,0,55,,1,,,,,,,,6,12,,,8,,8,,3,,,49,,121,13,,,,,
September 2012,Buffiamah CHPS,,,6,,,,,,,,,,,,,,,,,,,,,2,,36,,,,,,
September 2012,Danyawkura CHPS,,,9,,,,,,,,,,2,,,,2,,1,,,,,6,,16,,,,,,
September 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Duu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
September 2012,Naaha Health Center,2,0,34,,,,,,,,,,,,,,,,5,,,,,13,,43,,,,,,
September 2012,Loggu Health Centre,7,0,56,,,,,1,,,,,18,,,,5,,7,,,2,,16,,54,2,,,,,
September 2012,Kulkpong CHPS,,,30,,,,,,,,,,,,,,1,,,,,,,7,,23,,,,,,
September 2012,Kundungu Health Centre,2,0,28,,,,,,,,,,,,,,,,,,3,,,4,,33,,,,,,
September 2012,Samuel Seidu Memorial Clinic,,,12,,,,,,,,,,16,,,,,,,,,,,1,,36,1,,,,,
September 2012,Biitenge CHPS,,,3,,,,,,,,,,,,,,,,,,,,,10,,18,,,,,,
October 2012,Bulenga Health Centre,15,0,147,,,,,,,,,1,25,,,,14,,6,1,,,,33,,55,,,,,,
October 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Yaala Health Centre,3,0,25,,,,,,,,,,6,,,,4,1,5,,,,,12,,33,1,,,,,
October 2012,Jeyiri CHPS,,,13,,,,,,,,,,7,,,,,,2,,,,,8,,24,1,,,,,
October 2012,Kataa CHPS,,,10,,,,,,,,,,,,,,,,,,,,,3,,25,,,,,,
October 2012,Kpaglahi CHPS,,,,,,,,,,,,,,,,,,,,,,,,9,,15,,,,,,
October 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Ducie CHPS,,,21,,,,,,,,,,1,,,,3,,,,,,,5,,8,,,,,,
October 2012,Holomuni Health Centre,3,0,60,,,1,,,,,1,,,1,,,1,,1,1,,,,22,,68,5,,,,,
October 2012,Goh CHPS,,,5,,,,,,,,,,,,,,,,,,,,,,,9,3,,,,,
October 2012,Manwe CHPS,,,20,,,,,,,,,,,,,,2,,3,,,,,,,17,,,,,,
October 2012,Funsi Health Centre,9,0,64,,,,,,,,,1,11,12,,,6,,1,,3,3,,102,,97,6,,,,,
October 2012,Buffiamah CHPS,,,9,,,,,,,,,,,,,,,,,,,,,2,,25,,,,,,
October 2012,Danyawkura CHPS,,,20,,,,,,,,,,,,,,2,,,,,,,3,,20,,,,,,
October 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Duu West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
October 2012,Naaha Health Center,4,0,55,,,,,,,,,,,,,,2,,4,,2,,,9,,42,,,,,,
October 2012,Loggu Health Centre,3,0,42,,,,,,,,,,22,,,,10,,4,,,1,,49,,66,,,,,,
October 2012,Kulkpong CHPS,,,34,,,,,,,,,,,,,,,,,,,,,5,,15,2,,,,,
October 2012,Kundungu Health Centre,10,0,30,,,,,,,,,,,3,,,,,,,7,,,3,,43,6,,,,,
October 2012,Samuel Seidu Memorial Clinic,,,15,,,,,,,,,,43,1,,,1,,8,,,,,1,,62,3,,,,,
October 2012,Biitenge CHPS,,,10,,,,,,,,16,,,,,,,,,,,,,2,,8,,,,,,
November 2012,Bulenga Health Centre,18,0,175,,,1,,,,,,5,37,,,,14,,6,1,,,,,,78,1,,,,,
November 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Yaala Health Centre,2,0,28,,,,,,,,,,3,,,,8,,,1,,2,,11,,24,2,,,,,
November 2012,Jeyiri CHPS,1,0,15,,,,,,,,,,7,,,,1,,,,,,,13,,21,1,,,,,
November 2012,Kataa CHPS,1,0,11,,,,,,,,,,,,,,,,,,,,,5,,10,,,,,,
November 2012,Kpaglahi CHPS,,,6,,,,,,,,,,3,,,,,,,,,,,1,,12,,,,,,
November 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Ducie CHPS,,,29,,,,,,,,,,,,,,,,1,,,,,6,,31,,,,,,
November 2012,Holomuni Health Centre,2,0,58,,,3,,,,,,,2,,,,5,,2,,,3,,25,,56,4,,,,,
November 2012,Goh CHPS,6,0,5,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,
November 2012,Manwe CHPS,,,38,,,,,,,,2,,,,,,2,,3,,,,,3,,14,,,,,,
November 2012,Funsi Health Centre,10,0,77,,,1,,,,,,1,10,11,,,8,,4,,6,,,25,,81,9,,,,,
November 2012,Buffiamah CHPS,,,16,,,,,,,,1,,15,,1,,,,,,,,,4,,,1,,,,,
November 2012,Danyawkura CHPS,,,6,,,,,,,,,,4,,,,4,,8,,,,,4,,16,,,,,,
November 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2012,Duu West,,,16,,,,,,,,,,,,,,,,,,,,,1,,2,,,,,,
November 2012,Naaha Health Center,2,0,35,,,,,1,,,1,,,,,,1,,2,,,,,2,,26,,,,,,
November 2012,Loggu Health Centre,6,1,40,,,,,,,,,,23,2,,,8,,11,4,,,,55,,96,,,,,,
November 2012,Kulkpong CHPS,,,15,,,,,,,,,,,,,,,,,,,,,4,,30,,,,,,
November 2012,Kundungu Health Centre,5,0,24,,,,,,,,,,,,,,2,,1,,10,,,6,1,18,2,,,,,
November 2012,Samuel Seidu Memorial Clinic,,,30,,,,,,,,,,34,3,,,1,,2,,,1,,21,,28,7,,,,,
November 2012,Biitenge CHPS,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Bulenga Health Centre,23,0,154,,,,,,,,2,2,10,1,,,7,,9,,,,,4,,102,,,,,,
December 2012,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Yaala Health Centre,3,0,24,,,,,,,,,,1,,,,7,,,3,,1,,11,,20,,,,,,
December 2012,Jeyiri CHPS,,,17,,,,,,,,,,10,,,,,,,,,,,16,,15,,,,,,
December 2012,Kataa CHPS,,,7,,,,,,,,,,,,,,,,,,,,,2,,8,,,,,,
December 2012,Kpaglahi CHPS,,,6,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,
December 2012,Goripie CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Ducie CHPS,,,21,,,,,,,,,,,,,,,,3,,,,,1,,6,,,,,,
December 2012,Holomuni Health Centre,3,0,52,,,,,,,,,,2,,,,2,,31,,,,,8,,32,4,,,,,
December 2012,Goh CHPS,,,5,,,,,,,,,,,,,,,,,,1,,,14,,14,1,,,,,
December 2012,Manwe CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Funsi Health Centre,11,0,49,,,2,,,,,,,14,19,,,5,,4,,6,2,,,,70,5,,,,,
December 2012,Buffiamah CHPS,,,14,,,,,,,,,,,,,,,,,,,,,5,,38,1,,,,,
December 2012,Danyawkura CHPS,,,,,,,,,,,,,1,,,,1,,1,,,,,4,,12,,,,,,
December 2012,Katua CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Duu West,,,24,,,,,,,,,,4,,,1,,,,,,,,,,4,,,,,,
December 2012,Naaha Health Center,5,0,31,,,,,,,,,,,1,,,1,,2,,1,,,8,,28,,,,,,
December 2012,Loggu Health Centre,16,0,63,,,,,1,,,,,19,2,,,2,,9,,,1,,42,,78,1,,,,,
December 2012,Kulkpong CHPS,,,17,,,,,,,,,,,,,,,,,,,,,6,,13,,,,,,
December 2012,Kundungu Health Centre,1,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2012,Samuel Seidu Memorial Clinic,,,20,,,,,,,,,,28,,,,4,,5,,,,,17,,29,13,,,,,
December 2012,Biitenge CHPS,,,3,,,,,,,,,,,,,,2,,,,,,,3,,10,,,,,,
January 2013,Bulenga Health Centre,20,0,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Chaggupaani CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
January 2013,Yaala Health Centre,7,0,25,,,,,,,,,,5,1,,,1,,,,2,2,,20,,18,1,,,,,
January 2013,Jeyiri CHPS,,,24,,,,,,,,,,5,,,3,,,,,,,,10,,14,3,,,,,
January 2013,Kataa CHPS,,,10,,,,,,,,,,,,,,,,,,,,,4,,7,,,,,,
January 2013,Kpaglahi CHPS,,,8,,,,,,,,,,,,,,,,,,,,,5,,11,,,,,,
January 2013,Goripie CHPS,,,14,,,,,,,,,,,,,,1,,3,1,,,,3,,21,1,,,,,
January 2013,Ducie CHPS,,,29,,,,,,,,,,,,,,,,4,1,,,,5,,10,,,,,,
January 2013,Holomuni Health Centre,,,53,,,,,,,,,,4,,,,9,,,4,,,,27,,32,3,,,,,
January 2013,Goh CHPS,,,4,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
