Period,Organisation unit,"Mothers, all deliveries",Total maternal deaths,ANC attendance,Caesarean section deliveries,Labour Referrals In,Labour Referrals Out,ANC Referrals In,ANC Referrals Out,Postnatal Referrals In,Postnatal Referrals Out,SevMalLabCom,SevMalNLabCom,Pneumonia,Hypertensio,Poisoning (Occupational Poisoning),OP-Poisonings,Transport injuries (TA),Septiceamia,Home Injuries(Home Accidents and Injurie,Occupational Inju,Snake Bite,Other Animal Bite,Meningitis,DiarrhDise,Cardiac Diseases,Upper Respiratory Tract Infections,Referrals,
May 2014,Baribari CHPS,,,,,,,,,,,,,,,,,1,,,1,,,,,,60,,
May 2014,Case Medical Center,,,,,,,,,,,24,69,,187,,,,23,28,,,,,221,,319,,
May 2014,Vineyard Health Center,62,0,393,3,,1,,,,,,,5,11,2,,15,,3,,5,,,28,,22,4,
May 2014,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,3,,,,,405,,
May 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,1,,,,,,5,,,,
May 2014,Asikiri CHPS,,,,,,9,,,,,,,,,,,,,1,,,,,22,,120,,
May 2014,Mognori Health Centre,21,0,170,,,,,,,,,,17,33,,,,,,,,,,180,,304,,
May 2014,Tensungu CHPS,,,,,,,,,,,,,,1,,,,,,1,,,,,,9,1,
June 2014,Bawku Presby Hospital,238,0,1012,38,38,,17,,,,,,4,62,,,,,,,1,,,61,,88,,
June 2014,Urban (bawku) Health Centre,9,0,398,,,2,,2,,2,,,8,,,,5,,36,,,,,346,,567,,
June 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
June 2014,Quality (bawku) Medical Centre,,,,,,,,,,,,,9,61,,,,,,,,,,3,,,,
June 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,4,,11,,
June 2014,Bugre Corner Health Center,10,0,50,,,,,,,,,,21,46,4,,2,4,4,,,,,117,2,57,,
June 2014,Islam Matenity,21,0,200,,,2,,,,,,,,25,,,,,,,,,,,,,,
June 2014,Baribari CHPS,,,,,,,,,,,,,,,,,1,,,,,,,,,84,13,
June 2014,Case Medical Center,,,,,,,,,,,31,96,,225,,,6,42,16,,,,,324,,345,,
June 2014,Vineyard Health Center,59,0,407,7,,1,,,,,,,29,12,6,,10,12,10,,8,,,27,,12,13,
June 2014,Millennium Laafi Doog,,,,,,,,,,,,,10,69,,,12,28,40,5,,,,466,,578,,
June 2014,Urban West Health Centre (Bawku),,,28,,,,,,,,,,3,1,,,,,,,,,,5,,20,,
June 2014,Asikiri CHPS,,,,,,,,,,6,,,,4,,,,,1,1,,,,53,,73,,
June 2014,Mognori Health Centre,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
June 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,15,,53,4,
July 2014,Bawku Presby Hospital,216,0,916,44,35,,20,,,,,,23,147,,,9,,1,,,,,114,,208,,
July 2014,Urban (bawku) Health Centre,3,0,211,,,,,2,,,,,9,,,,3,,20,,,,,209,,542,,
July 2014,Kuka CHPS,,,,,,,,,,,,,,2,,,,,,,,,,21,,35,1,
July 2014,Quality (bawku) Medical Centre,28,0,44,1,,,,,,,,,4,37,,,1,,,,,,,9,,,,
July 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,19,,16,,
July 2014,Bugre Corner Health Center,6,0,63,,,1,,1,,,4,,21,12,,,1,,7,,,,,82,,60,,
July 2014,Islam Matenity,19,0,195,,,,,,,,,,,28,,,,,,,,,,,,,,
July 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,48,5,
July 2014,Case Medical Center,,,,,,,,,,,53,72,2,191,,,3,29,13,,,,,265,,401,,
July 2014,Vineyard Health Center,53,0,429,1,,,,,,,,,36,7,3,,21,26,3,,3,,,10,,87,16,
July 2014,Millennium Laafi Doog,,,,,,,,,,,18,137,15,87,1,,9,1,1,,,,,160,,526,,
July 2014,Urban West Health Centre (Bawku),,,20,,,,,,,,,,3,3,,,,,,,,,,1,,26,,
July 2014,Asikiri CHPS,,,,,,4,,,,,,,,,,,,,2,,,,,35,,40,2,
July 2014,Mognori Health Centre,20,0,149,,,,,3,,,,,8,68,,,,,,,,,,255,,252,,
July 2014,Tensungu CHPS,,,,,,,,,,,,,23,8,,,,,,,,,,6,,,,
August 2014,Bawku Presby Hospital,174,0,908,36,36,,10,,,,,,7,89,,,44,,4,,3,,,73,,149,,
August 2014,Urban (bawku) Health Centre,5,0,206,,,,,4,,1,,,7,,,,2,,43,,,,,211,,495,8,
August 2014,Kuka CHPS,,,,,,,,,,,,,,2,,,,,,,,,,25,,75,,
August 2014,Quality (bawku) Medical Centre,40,0,161,3,2,,,,,,,,14,49,2,,,,,,1,,,4,,71,,
August 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,14,,12,,
August 2014,Bugre Corner Health Center,10,0,75,,,,,,,,1,,8,35,,,,,,,,,,32,,72,,
August 2014,Islam Matenity,31,0,196,,,2,,1,,,,,,,,,,,,,,,,,,,,
August 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,13,,76,,
August 2014,Case Medical Center,,,,,,,,,,,59,45,16,215,,,1,36,11,,,,,539,,462,,
August 2014,Vineyard Health Center,64,0,405,3,1,1,,,,,,,18,8,7,,9,7,5,,,,,34,,6,9,
August 2014,Millennium Laafi Doog,,,,,,,,,,,11,,16,92,1,,13,33,,1,,,,252,,402,,
August 2014,Urban West Health Centre (Bawku),,,28,,,,,,,,,,,2,,,,,,,,,,6,,50,2,
August 2014,Asikiri CHPS,,,,,,7,,,,,,,,,,,,,,,,,,25,,97,,
August 2014,Mognori Health Centre,18,0,157,,,1,,1,,1,78,,10,71,,,,,,,,,,161,,302,,
August 2014,Tensungu CHPS,,,3,,,,,,,,,,,2,,,,,,,,,7,15,,39,,
September 2014,Bawku Presby Hospital,213,2,1018,46,41,1,13,,,,,,34,118,,,42,,9,,,,,102,,125,,
September 2014,Urban (bawku) Health Centre,5,0,333,,,2,,3,,,,16,7,,,,2,,28,,,,,299,,561,4,
September 2014,Kuka CHPS,,,,,,,,,,,,,,3,,,,,,,,,,14,,,12,
September 2014,Quality (bawku) Medical Centre,46,0,270,6,,,,,,,,,8,43,,,,1,,,2,,,11,,251,,
September 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,17,,7,,
September 2014,Bugre Corner Health Center,14,0,105,,,,,,,1,1,,22,15,,,1,2,5,,,,,73,,81,1,
September 2014,Islam Matenity,,,186,,2,,,,,,,,,28,,,,,,,,,,,,,,
September 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,15,,116,10,
September 2014,Case Medical Center,,,,,,,,,,,95,51,7,257,,,12,51,28,,,,,592,,659,23,
September 2014,Vineyard Health Center,80,0,590,8,,1,,,,,,,29,114,14,,19,38,12,7,4,,,42,10,97,9,
September 2014,Millennium Laafi Doog,,,,,,,,,,,28,147,26,61,,,7,45,,,,,,,,552,,
September 2014,Urban West Health Centre (Bawku),,,27,,,,,,,,,,,1,,,,,,,,,,22,,46,,
September 2014,Asikiri CHPS,,,,,,4,,,,,,,,12,1,,2,1,,,,,,41,,125,2,
September 2014,Mognori Health Centre,10,0,140,,,1,,1,,,118,,,84,,,,,,,,,,193,,324,,
September 2014,Tensungu CHPS,,,,,,,,,,,,,,2,,,,,,,,,,6,,51,1,
October 2014,Bawku Presby Hospital,265,0,935,42,41,,19,,,,,,66,74,,,57,,11,,,,,49,,150,,
October 2014,Urban (bawku) Health Centre,13,0,320,,,2,,,,,,,8,,,,12,,25,,,,,263,,623,4,
October 2014,Kuka CHPS,,,,,,,,,,,,,,,,,2,,,,,,,,,30,2,
October 2014,Quality (bawku) Medical Centre,49,0,209,5,,,,,,,,,18,29,,,,,,,,,,31,,79,,
October 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,23,,,,,12,,,,
October 2014,Bugre Corner Health Center,14,0,108,,,1,,1,,,,,17,2,,,8,,,,,,,80,,92,,
October 2014,Islam Matenity,39,0,180,,,,,,,,,,,31,,,,,,,,,,,,52,,
October 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,15,,109,10,
October 2014,Case Medical Center,,,,,,,,,,,234,142,18,267,,,3,113,40,,3,,,935,,854,12,
October 2014,Vineyard Health Center,102,0,328,8,,,,,,,,,23,55,4,,16,106,4,5,5,,,15,,101,9,
October 2014,Millennium Laafi Doog,,,,,,,,,,,106,157,86,,,,19,220,,,,,,342,,594,,
October 2014,Urban West Health Centre (Bawku),1,0,38,,,,,,,,,,,2,,,,,,,,,,21,,85,,
October 2014,Asikiri CHPS,,,,,,5,,,,,29,39,,9,,,,,,,,,,,,120,1,
October 2014,Mognori Health Centre,26,0,161,,,2,,,,,120,,,85,,,,,,,,,,,,363,,
October 2014,Tensungu CHPS,,,,,,,,,,,,,,5,,,,,,,,,,16,,36,,
November 2014,Bawku Presby Hospital,,,887,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Urban (bawku) Health Centre,19,0,311,,,3,,2,,,,,6,,,,11,,31,,,,,204,,465,5,
November 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Quality (bawku) Medical Centre,32,0,193,2,,,1,,,,,,1,37,,,,,,,,,,23,,288,1,
November 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
November 2014,Bugre Corner Health Center,15,0,98,,,1,,1,,,,,,,,,,,,,,,,,,,,
November 2014,Islam Matenity,,,,,,,,,,,,,,37,,,,,,,,,,,,,,
November 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,46,,39,6,
November 2014,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Vineyard Health Center,63,0,340,3,,1,,,,,,,22,119,4,,13,31,8,3,4,,,24,8,41,7,
November 2014,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
November 2014,Asikiri CHPS,,,,,,,,,,3,,,,5,,,,,,,,,,24,,33,,
November 2014,Mognori Health Centre,14,0,153,,,,,,,,,,5,56,,,,,,,,,,157,,178,,
November 2014,Tensungu CHPS,,,,,,,,,,,,,1,6,,,2,1,2,,,,,11,,29,,
December 2014,Bawku Presby Hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Urban (bawku) Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Kuka CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Quality (bawku) Medical Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Gentiga CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Bugre Corner Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Islam Matenity,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Baribari CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Case Medical Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Vineyard Health Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Millennium Laafi Doog,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Urban West Health Centre (Bawku),,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Asikiri CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Mognori Health Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December 2014,Tensungu CHPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,
